Date,PM2.5,PM10,NO2,NOx,CO,SO2,O3,temp,max_temp,min_temp,humid,visible,wind,AQI
25-12-2017,159.52,45.31,29.62,14.41,0.71,2.78,47.4673913,20.4,28.5,16.6,72,6,0.9,91
26-12-2017,63.3,60.95,32.19,20.89,0.81,2.72,49.21826087,21.6,28,16.2,57,6.3,4.8,174
27-12-2017,73.7,87.05,44.73,26.75,0.91,3.4,50.96913043,20.6,29.2,15.5,57,5.8,4.6,99
28-12-2017,62.76,83.3,44.56,25.49,0.96,3.38,52.72,19.6,28.1,15.2,58,6.3,5.2,109
29-12-2017,32.57,74.48,48.73,27.48,1.13,3.6,17.18,20.6,26.5,14.2,52,6.3,4.1,85
30-12-2017,26.74,70.68,42.6,24.2,1.06,3.26,33.48,20.6,27.3,15.3,60,6.8,3.9,77
31-12-2017,18.29,59.11,41.94,24.62,1.02,2.95,32.36,21.4,27.85,15.95,56.5,7.25,2.4,72
01-01-2018,38.06,74.54,42.23,22.62,1.04,3.2,25.89,22.2,28.4,16.6,53,7.7,0.9,73
02-01-2018,35.12,78.63,41.7,21.46,1,3.37,24.78,22.1,28.9,17.8,58,5.1,1.1,86
03-01-2018,28.84,69.71,50.19,25.24,1.09,2.8,35.27,22.2,29,18.4,62,6,3.9,84
04-01-2018,24.57,80.05,46.14,25.4,0.96,3.32,46.62,21.6,27.6,17,61,6.3,5,86
05-01-2018,24.31,93.29,52.5,27.28,1.04,5.34,51.89,20.7,28.3,15.5,54,6.3,4.8,95
06-01-2018,30.02,94.22,51.77,26.54,0.98,4.28,59.57,20.2,27.2,14.7,52,5.8,2.8,102
07-01-2018,40.05,94.39,49.36,24.43,0.99,3.37,62.13,20.4,27.2,15.2,52,6.3,4.1,104
08-01-2018,34.88,77.23,46.38,24.61,0.93,4.26,76.84,20.1,27.2,14.8,50,6.9,6.5,93
09-01-2018,28.74,76.89,43.41,22.08,0.96,16.6,70.18,21.2,26.6,15.5,59,6.3,6.7,84
10-01-2018,31.37,71,29.81,20.93,0.89,3.16,54.29,21.8,27.1,18.2,66,5.8,5.7,75
11-01-2018,54.32,63.45,45.27,31.34,0.96,4.91,37.03,22.7,28.3,17.3,65,6.9,4.8,76
12-01-2018,37.55,76.54,36.51,24.24,1.35,5.74,48.6,23.1,29.4,18.7,64,6.3,3.9,115
13-01-2018,36.12,98.69,43.3,28.98,0.93,3.51,47.39,23.4,30.6,17.6,48,6.3,4.1,101
14-01-2018,34.43,110.99,44.87,30.63,1.29,3.2,53.1,23.3,31,16.3,42,5.8,2.8,118
15-01-2018,38.84,100.57,33.96,20.85,0.89,3.35,66.4,22.4,30.7,16.3,49,6.3,3.3,98
16-01-2018,41.35,99.23,41.68,26.35,0.92,3.47,59.88,22.9,30.5,17.1,49,6.3,3.9,92
17-01-2018,46.76,101.11,37.47,23.5,0.92,3.58,64.8,21.8,29.9,16.8,49,5.5,5.6,98
18-01-2018,37.73,103.52,39.62,24.32,1.01,3.66,65.34,21.2,28.6,15.3,41,6.3,6.7,100
19-01-2018,55,92.99,38.68,23.41,1.21,4.22,71.99,20.7,28.7,14.3,48,6.9,7.2,104
20-01-2018,33.34,114.17,38.67,23.33,1.16,4.32,80.04,20.4,28,14.2,45,6.3,4.6,122
21-01-2018,33.55,104.31,33.77,20.26,1.14,3.97,81.55,20.9,28.5,14.3,46,6.3,4.1,103
22-01-2018,39.03,119.95,34.14,19.57,1.14,4.24,77.88,20.4,29,14.4,48,5.6,4.6,96
23-01-2018,48.08,132.27,35.2,20.22,1.24,4.59,60.85,22.1,28.8,15.3,57,6,2.8,102
24-01-2018,45.88,125.43,44.92,28.47,1.19,4.59,43.36,22.4,29.7,17.2,59,6.3,2.2,104
25-01-2018,39.93,129.02,33.76,20.55,1.06,4.19,56.22,22.7,29.1,17.1,48,6.3,2,101
26-01-2018,39.28,117.17,32.42,18.82,0.94,4.24,63.78,21.9,29.8,16.2,44,6.3,2.6,98
27-01-2018,47.03,143.26,36.38,21.59,1.04,4.21,61.21,21.3,29,16,53,6.9,4.4,104
28-01-2018,39.38,124.79,30.66,18.06,0.89,4.28,62.46,21.9,28.2,16.5,50,6.3,5.4,109
29-01-2018,33.47,114.19,36.21,20.86,1.05,4.17,55.34,22,29.2,16,50,6.9,5.9,94
30-01-2018,53.56,115.21,32.79,18.96,0.99,3.89,56.31,21.5,29.5,15.7,47,5.6,3.9,99
31-01-2018,37.93,112.97,36.09,20.81,1.06,4.07,52.6,21.4,29.2,15,42,6.9,5.2,109
01-02-2018,33.99,106.5,49.14,31,1.08,5.01,41.2,21.9,29.6,13.2,26,6.9,3.1,94
02-02-2018,29.63,103.77,42.78,25.09,1.44,4.38,49.36,22.6,30.4,15.9,30,8.5,5.4,118
03-02-2018,28.81,104.97,33.25,19.43,1.04,6.48,46.48,21.7,30.1,15.8,32,6.9,6.3,88
04-02-2018,23.31,99.74,32.25,17.81,0.93,12.74,42.53,21.2,29.4,13.4,40,6.9,5.6,87
05-02-2018,29.23,94.58,32.53,19.56,0.95,3.37,40.8,22.3,30,13.7,37,7.4,5.7,81
06-02-2018,32.55,98.75,29.05,17.18,0.89,3.52,40.51,24.4,31.8,18,50,6.9,4.6,85
07-02-2018,30.93,95.75,30.04,18.77,0.94,3.22,25.11,23.3,32.3,20.2,67,6.3,3,79
08-02-2018,35.48,87.19,45.34,32.12,1.1,4.2,27.4,23.3,30,19.2,54,6.9,2.4,80
09-02-2018,37.87,96.52,43.01,26.93,1.01,4.36,30.91,24.4,30.2,19.7,61,6.9,1.5,95
10-02-2018,30.34,84.89,39.51,25.66,0.99,6.63,25.27,24.2,31.6,19.7,55,6.3,5,83
11-02-2018,28.29,96.63,23.84,14.77,0.88,3.42,38.11,24,30.7,17.7,51,6,5.6,76
12-02-2018,27.9,88.93,24.85,15.02,0.98,2.99,32.61,23.3,30.8,18,62,6.8,5.7,74
13-02-2018,30.53,55.15,17.2,12.96,1.01,1.84,44.28,23.5,30.2,18.5,49,6.3,5,78
14-02-2018,32.43,68.55,17.59,13.54,0.96,1.61,38.23,23.3,29.9,17.9,58,6.9,5.6,71
15-02-2018,30.19,59.31,18.7,15.35,0.96,1.47,35.76,23.4,30.7,17.4,60,6.3,5.7,71
16-02-2018,29.62,53.91,30.03,22.24,0.98,2.79,36.38,23.7,31,17.6,38,6.9,4.4,70
17-02-2018,32.11,70.68,37.85,23.18,1.03,8.54,43.4,23.8,31.3,17.5,42,6.9,3.7,77
18-02-2018,27.53,64.77,22.89,15.17,0.95,5.69,49.17,24,31.9,17.7,42,6.9,3.9,83
19-02-2018,28.6,62.32,26.23,17.17,1.05,4.22,51.46,24.3,32.1,16.8,34,6.3,5,82
20-02-2018,28.89,66.18,22.48,16.61,1.09,3.15,55.88,22.8,32.2,17.4,39,6.9,7.4,81
21-02-2018,34.62,79.69,32.97,20.66,0.98,3.36,52.95,24.2,31.5,17.5,31,6.9,5.4,80
22-02-2018,37.13,64.91,39.61,26.13,0.95,3.19,52.15,24.9,31.5,17.8,30,6.9,4.1,82
23-02-2018,34.6,71.15,31.9,19.82,0.94,2.94,52.09,24.3,32.4,18.4,26,6.9,5.2,83
24-02-2018,26.41,56.42,19.98,15.15,0.96,2.35,35.76,23.2,31.2,15.6,41,6.9,6.5,81
25-02-2018,21.87,33.81,14.46,13.05,0.92,2.34,37.55,24.7,31.2,17.3,34,7.4,6.9,69
26-02-2018,21.31,25.9,27.46,23.09,1.01,2.61,30.2,25,32,17.8,34,6.9,3.9,68
27-02-2018,23.35,30.13,26.31,20.8,0.94,3.87,32.51,25.2,32.7,18.2,28,6.9,5.9,71
28-02-2018,29.3,56.03,32.9,25.1,1.04,3.4,31.63,25,33,16.7,27,6.9,6.1,81
01-03-2018,29.48,99.47,27.41,20.33,0.95,3.09,36.47,25.2,33.2,18.2,26,6.9,5.2,83
02-03-2018,30.38,116.47,38.24,21.33,0.98,3.53,45.24,25.5,32.5,18.3,25,6.9,4.8,87
03-03-2018,38.39,121.49,36.26,26.83,1,3.14,43.82,25.7,33.2,17.5,21,6.9,2.4,92
04-03-2018,36.56,128.58,24.85,31.34,1.02,4.2,44.8,26.1,34.4,18.3,24,6.9,3.7,84
05-03-2018,30.79,94.71,34.44,39.95,1.02,3.71,36.83,26.3,34,18.3,24,6.9,5.9,86
06-03-2018,32.09,109.19,32.76,29.06,0.96,3.85,33.61,25.9,34.4,17.5,17,7.7,3.9,87
07-03-2018,33.88,114.17,25.14,19.18,0.98,3.83,46.63,25.5,34.6,16.5,29,7.7,7,90
08-03-2018,41.37,125.36,27.15,19.49,1.08,3.66,40.31,25.4,33.5,18.5,25,6.9,5.7,99
09-03-2018,59.48,133.95,47.26,31.65,1.09,4.07,40.87,26.2,33.3,17.8,27,6.9,5.9,104
10-03-2018,59.82,143.26,37.1,25.26,1.05,4.18,33.03,25.7,33.5,18.5,34,6.9,4.1,109
11-03-2018,45.19,123.62,22.32,20.37,1.03,3.7,45.61,26.2,33,19.7,34,6.3,7.4,106
12-03-2018,35.82,105.52,17.43,16.54,1.05,4.01,38.92,25.4,33.8,19.5,51,6.9,8.3,92
13-03-2018,20.49,63.71,14.01,13.79,1.14,4.08,20.48,25.8,32.5,20.1,57,6.9,4.1,76
14-03-2018,29.23,85.74,16.94,15.38,1.15,4.17,38.25,26.5,31.6,22.4,50,6.9,4.8,75
15-03-2018,26.46,54.8,22.08,17.84,1.15,3.95,26.5,25.8,32.1,21.6,60,6.9,4.6,77
16-03-2018,19.13,33.54,28.79,15.29,1.03,3.88,23.65,24.1,32.5,20.6,72,6.9,1.7,71
17-03-2018,23.01,33.85,27.98,22.16,1.02,4.27,26.48,23.7,32,18.9,70,6.9,1.3,74
18-03-2018,20.75,33.52,16.69,25.18,1.09,3.39,20.61,24.7,29.1,20.3,64,6.9,3.9,53
19-03-2018,31.94,57.31,24.94,28.1,0.97,3.33,50.57,25.6,31,19.6,39,7.4,2.8,61
20-03-2018,43.91,70.07,35.38,34.02,1.49,3.26,46.5,26.7,33.8,19.5,37,6.9,2.4,97
21-03-2018,42.72,98.38,31.97,31.3,1.55,3.02,53.46,27.4,33.7,21.4,44,6.9,2.2,124
22-03-2018,31.78,176.51,50.97,38.75,1.83,3.78,34.26,27.4,34.1,22.6,46,7.7,3.9,135
23-03-2018,40.18,136.77,62.66,50.12,1.23,3.89,32.05,28.2,34.2,22.3,40,7.7,3,127
24-03-2018,37.72,141.77,27.94,28.5,0.82,3.61,58.64,27.6,35.1,23.4,49,6.9,2.4,100
25-03-2018,38.84,113.42,27.43,47.05,1.05,3.59,54.78,27.3,33.4,21.7,43,7.7,3.9,98
26-03-2018,29.345,94.3,35.66,31.84,0.67,5.17,64.14,27.1,34.1,20.8,34,6.9,3.3,100
27-03-2018,19.85,72.36,34.2,23.6,0.78,6.99,73.5,27.4,34.4,21.5,42,6.9,3.3,87
30-03-2018,20.55076923,126.18,25.98,34.17,1.05,1.48,73.136,25.7,34,21.5,71,6.9,3.5,118
31-03-2018,21.25153846,95.37,24.6,27.21,1.05,2.58,72.772,25.9,34.8,21.1,60,6.3,4.1,104
01-04-2018,21.95230769,112.89,22.45,17.49,0.86,2.83,72.408,27.6,33.2,21.2,54,6.9,2,102
02-04-2018,22.65307692,96.92,26.81,31.9,1,3,72.044,24.7,33.5,20.6,72,6.9,2.2,107
03-04-2018,23.35384615,100.63,40.15,49.37,1.15,3.91,71.68,26.1,33.1,19.8,55,7.4,0.7,98
04-04-2018,24.05461538,106.41,35.38,45.2,0.89,3.42,71.316,26.2,31.5,21.4,54,6.9,1.5,108
05-04-2018,24.75538462,114.6,33.5,51.07,1.22,3.39,70.952,26.4,32.7,21,51,6.6,1.5,107
06-04-2018,25.45615385,108.71,37.46,55.02,1.03,3.64,70.588,27.4,33.2,21.3,48,6.9,1.1,108
07-04-2018,26.15692308,109.09,28.66,33.33,0.78,3.55,70.224,26.7,33.5,21.6,51,8.5,3.1,106
08-04-2018,26.85769231,94.63,24.25,12.97,0.66,3.4,69.86,26.4,32.6,21,47,6.9,5,103
09-04-2018,27.55846154,67.05,23.57,10.6,0.7,3.34,69.496,26.2,32.7,21,49,6.9,5.2,93
12-04-2018,28.25923077,64.13,26.2,39.18,0.9,3.24,69.132,27.5,33.2,21.9,51,6.9,2,88
13-04-2018,28.96,57.17,25.44,41.42,0.98,3.56,68.768,27.6,33.5,21.7,51,6.9,5.9,65
14-04-2018,29.45,60.06,22,35.53,0.96,3.8,68.404,28.3,34,23.1,50,6.9,5.2,62
15-04-2018,29.94,57.83,16.94,17.16,0.67,3.42,68.04,28.2,34.6,23.9,52,7.7,3.9,65
16-04-2018,30.43,55,19.09,12.56,0.69,3.01,67.676,27.2,33.7,22.6,61,6.9,2.6,61
17-04-2018,32.38,61.9,27.27,32.3,0.87,2.74,67.312,28.2,34.6,22.3,50,6.9,0.7,70
18-04-2018,36.4,69.46,30.93,35.66,0.96,2.73,66.948,29,34.2,23.5,49,6.9,3.3,67
19-04-2018,47.67,79.33,27.36,18.62,0.91,6.9,66.584,27.9,34.8,23.9,63,6.9,2,81
20-04-2018,36.52,60.94,32.2,27.12,0.85,2.28,66.22,25.5,34,22.8,63,6.9,1.1,85
21-04-2018,33.4,84.17,37.81,41.59,0.9,2.7,74.47666667,28.2,34.8,22.2,51,7.4,1.1,79
22-04-2018,33.42,75.88,19.6,23.46,0.78,3.94,82.73333333,26.1,34.8,23,68,6.9,2,74
23-04-2018,41.19,60.47,19.98,22.84,0.8,3.94,90.99,27.2,33.8,22,51,6.9,2.2,66
24-04-2018,42.62,77.31,29.87,24.4,0.82,4.05,55.89,25.1,34.2,23.5,69,6.9,6.7,82
25-04-2018,42.99,58.32,53.65,29.28,0.98,4.06,49.01,26.6,34,22.2,63,6.9,3.1,74
26-04-2018,49.93,61.1926087,24.84,21.13,0.85,5.71,46.4,27.2,34.4,22.8,62,6.9,4.1,83
27-04-2018,44.12,64.06521739,20.7,30.23,1.16,5.25,53.72,28.3,34.7,22,51,9.2,2.8,103
28-04-2018,39.22,66.93782609,21.73,31.32,0.91,5.54,40.12,27.7,34.2,22.5,49,7.7,2,82
29-04-2018,44.57,69.81043478,28.96,26.98,0.69,6.03,45.33,28.3,34,23.8,53,6.9,3.3,81
30-04-2018,187.49,72.68304348,25.4,12.72,1.14,5.46,46.3,27,34.9,23.2,58,6.9,7.2,100
01-05-2018,59.11,75.55565217,18.64,9.9,0.59,6.12,48.92,26.9,35.2,21.4,64,6.3,5,352
02-05-2018,65.71,78.42826087,24.39,21.7,0.9,9.43,41.52,26.5,33,23.3,73,7.7,4.8,114
03-05-2018,44.58,81.30086957,34.25,31.13,0.88,5.83,46.69,25.9,34,20,72,6.9,3,98
04-05-2018,113.31,84.17347826,26.78,36.23,1.16,6.65,45.87,26.1,33.2,19.2,63,6.3,2.4,73
05-05-2018,62.35,87.04608696,33.46,18.98,0.72,4.22,38.61,27,32,23.1,57,6.9,3.1,144
06-05-2018,79,89.91869565,24.55,14.69,0.73,5.71,44.38,27.9,33,22.7,54,8.5,2,99
07-05-2018,50.52,92.79130435,60.58,32.23,0.91,5.1,36.48,27.8,33.5,23.4,57,6.9,3.9,151
08-05-2018,55.88,95.66391304,33.39,13.81,0.8,6.3,32.43,25.9,33.5,22.8,70,6.9,3.7,113
09-05-2018,32.46,98.53652174,27.7,19.63,0.69,5.64,52.6,27.2,32.8,21.8,59,6.9,4.1,76
10-05-2018,28.99,101.4091304,27.51,17.75,0.81,5.31,41.46,25.7,32.4,20.6,69,6.3,3.1,65
11-05-2018,27.03,104.2817391,39.99,18.71,0.89,5.48,24.19,24.4,34,19.4,75,6.3,2.4,59
12-05-2018,27.01,107.1543478,24.22,13.98,0.88,4.33,39.45,25.7,32.2,19.8,67,6.9,2.8,62
13-05-2018,26.73,110.0269565,26.31,13.73,0.86,5.76,46.78,24.9,32,21.5,74,7.4,1.1,60
14-05-2018,33.13,112.8995652,47.07,21.25,0.87,7.1,37.5,23.8,32,21,78,6.9,1.9,69
15-05-2018,35.64,115.7721739,41.15,18.25,0.7,6.35,44.59,24.8,31.4,20.6,63,6.3,0.9,64
16-05-2018,34.36,118.6447826,34.6,16.48,0.82,6.26,29.15,26.2,32.4,20.7,57,6.3,2.2,61
17-05-2018,39.69,121.5173913,24,15.82,0.9,5.16,41.75,26.7,31,21.9,51,6.9,3.1,65
18-05-2018,43.05,124.39,33.14,27.53,1.1,4.09,35.22,24.2,29.2,22.2,79,6.3,3,92
19-05-2018,45.09,94.78,42.69,34.28,0.98,4.82,42.52,25.9,31.2,21.4,66,6.9,6.1,98
20-05-2018,47.83,66.81,18.67,10.96,0.79,4.3,47.98,25.2,32.4,20.5,65,6.9,2.6,80
21-05-2018,52.64,58.23,33.17,19.8,0.8,4.51,36.12,24.1,32.4,21.5,77,6.3,3.1,71
22-05-2018,59.24,71.88,35.39,20.95,1.06,3.12,41.2,26.3,31,20.5,70,6.9,1.5,90
23-05-2018,62.6,84.46,35.36,26.25,0.93,4.33,30.74,23.7,31.6,21.2,81,6.9,4.3,117
24-05-2018,35.4,65.64,32.53,21.18,0.92,4.77,34.78,26.3,31.9,20.4,63,6.9,5.2,70
25-05-2018,46.14,64.28,30.05,21.53,0.95,4.87,27.78,23.5,32,21.4,89,6.3,4.1,73
26-05-2018,33.64,43.62,30.58,26.53,1.12,3.78,22.59,25,29.8,21.1,78,5.5,2.4,76
27-05-2018,41.73,52.37,29.69,27.37,1.02,3.86,19.04,26,30.8,22.2,71,6.9,2.2,89
28-05-2018,29.29,48.38,18.87,18.11,1.19,4.26,30.76,26.7,32,22.3,74,7.4,4.1,80
29-05-2018,16.92,27.94,15.29,17.52,1.18,3.57,27.82,25.6,32.2,22.4,73,6.9,10.4,67
30-05-2018,35.67,38.75,21.27,16.18,1.01,3.68,23.37,24.6,30.5,21.5,80,6.9,8.5,60
31-05-2018,33.16,41.38,22.99,17.21,1.03,3.55,21.01,25.6,29.7,20.9,77,7.7,6.7,73
01-06-2018,42.07,60.8,25.48,19.15,0.99,3.69,24.28,24.4,30.3,21.8,83,6.6,3.5,68
02-06-2018,44.47,54.34,35.43,24.13,1.06,6.55,23.96,23.8,31,20.9,81,5.5,3.9,86
03-06-2018,38.79,29.26,22.36,15.78,1.01,4.18,16.46,23.7,29.8,20.8,83,6.9,6.5,88
04-06-2018,23.35,28.86,20.58,16.36,0.96,4.39,15.51,23.8,30.4,21,81,6.9,7,60
05-06-2018,25.5,22.18,16.5,15.62,0.94,6.31,16.54,25.5,29.7,21.2,78,8.9,7.4,61
06-06-2018,22.77,27.69,17.25,15.45,1.04,7.21,12.58,25.6,29.7,21.9,67,6.9,8.1,63
07-06-2018,25.27,31.71,16.84,17.37,1,5.85,13.22,23.9,30.1,21.7,79,6.9,12,70
08-06-2018,19.28,21.36,15.8,16.94,0.91,6.23,11.05,23.3,29,21.2,83,6.3,11.9,50
09-06-2018,19.32,26.98,16.01,16.88,0.96,5.35,15.82,22,25.8,20.7,86,6.6,12.8,52
10-06-2018,18.93,28.7,20.85,20.16,0.92,5.19,12.71,22.6,25,20.5,89,5.5,10.4,51
11-06-2018,23.76,34.25,15.51,18.29,0.99,4.66,10.74,23.7,26,21,81,6,14.1,65
12-06-2018,23.78,48.19,13.32,15.48,0.99,3.37,13.91,24.2,28,21,76,6.9,12.6,50
13-06-2018,27.34,48.59,15.9,18.48,0.95,4,12.97,24.1,28.3,20.8,77,6.3,11.3,49
14-06-2018,31.79,35.64,19.26,20.84,1.02,2.91,16.41,23.2,27.9,21,84,6.3,7.8,61
15-06-2018,61.43,33.51,23.54,21.94,1.01,3.21,18.53,23.8,29.6,20.5,77,6.9,6.5,83
16-06-2018,22.24,43.59,18.63,20.74,1.09,3.24,13.77,24.1,31,20.1,77,6.3,6.3,106
17-06-2018,17.38,42.66,15.39,18.77,1.06,3.83,8.71,23.6,30,20.9,80,6.9,7.6,55
18-06-2018,13.38,100.6,14.75,19.88,1.15,4.93,11.02,23.5,28.7,20.3,77,6.9,8.5,69
19-06-2018,32.62,100.12,12.51,17.4,1.06,4.53,14.71,23.8,28.9,20.1,74,6.9,12.8,81
20-06-2018,13.64,73.69,14.01,18.08,1.06,4.83,21.95,23.4,29.1,20.7,78,6.9,12.6,69
21-06-2018,16.71,76.66,20.26,20.93,1.02,5.1,25.83,23.5,28,20.9,79,6.9,9.1,64
22-06-2018,18.94,79.08,31.69,27.45,1.02,4.68,26.92,23.2,28,19.7,78,6.9,10.9,64
23-06-2018,23.76,55.83,23.67,22.5,1.03,4.7,17.71,22.5,28,20.3,85,6.3,8.9,66
24-06-2018,21.84,73.73,15.51,18.69,0.98,4.64,15.09,23.2,27.8,19.7,76,6.9,8.9,64
25-06-2018,51.82,70.62,14.77,16.14,1.01,4.79,14.73,23.5,27.8,20.1,77,6.9,8.3,87
26-06-2018,32.62,56.97,13.9,13.51,0.93,4.78,18.29,23.1,28.1,20.2,75,6.9,11.9,92
27-06-2018,11.68,42.25,15.17,12.58,1.02,4.87,16.43,21.9,28,20.1,86,6.9,10,60
28-06-2018,9.23,34.44,17.93,14.8,0.99,5.5,15.6,22.4,26.2,20,85,6.9,12,57
29-06-2018,11.93,44.86,17.94,17.54,0.99,5.95,17.84,23.1,26.6,20.1,78,6.9,9.1,51
30-06-2018,18.23,65.8,33.04,38.97,1,6.63,10.67,23.8,29,19.5,75,6.9,7.2,66
01-07-2018,19.15,64.03,22.68,32.18,0.89,6.11,11.29,24.2,29.5,20.6,75,6.9,9.4,72
02-07-2018,16.29,55.13,27.31,31.9,0.88,6.9,16.14,24.8,29.4,20.9,68,6.9,10.9,63
03-07-2018,21.63,62.68,20.07,28.51,0.87,7.51,16.04,24.4,30.2,20.7,68,6.9,8.1,63
04-07-2018,18.55,71.37,15.35,23.4,0.79,6.49,14.42,24.1,29,20.5,67,6.9,11.1,60
05-07-2018,20.36,74.52,17.48,24,0.82,6.47,15.83,24.5,29.6,19.7,65,6.9,9.3,61
06-07-2018,21.44,58.91,16.86,23.64,0.86,6.63,15.59,22.8,29.6,20,80,6.9,10.4,65
07-07-2018,15.56,38.84,17.49,22.69,0.76,7.2,18.73,22.9,26.3,20.5,82,6.9,11.3,56
08-07-2018,22.83,42.49,14.5,19.14,0.89,7.09,16.35,22.4,26.4,20.3,86,8,6.7,62
09-07-2018,21.11,56.44,18.16,27.64,0.88,7.5,13.71,22.8,26.4,20.7,85,6.9,8.7,66
10-07-2018,36.65,52.63,20.32,28.01,0.87,7.49,14.05,22.7,26.9,20.6,86,7.4,9.3,63
11-07-2018,20.8,53.13,16.23,24.79,0.9,8.27,14.5,22.5,27,20.3,87,6.3,9.3,78
12-07-2018,17.82,51.19,14.74,20.39,0.75,8.6,15.79,22.8,27.3,20.1,80,6.9,11.7,56
13-07-2018,16.63,47.82,15.78,20.25,0.78,7.14,18.07,22.2,27.4,20.5,86,7.7,10.9,53
14-07-2018,18.87,60.54,15.81,22.41,0.75,7.47,16.19,22.4,26.5,20.3,86,6.9,8.5,57
15-07-2018,17.08,63.33,12.25,16.7,0.71,6.66,17.01,23.6,27.2,20.4,74,6.9,10,62
16-07-2018,19.93,47.19,16.2,25.39,0.8,7.32,13.25,22.2,28.4,20.2,79,6.9,13.9,59
17-07-2018,16.98,53.45,15.05,16.7,0.82,7.56,18.52,22.4,26.2,19.8,79,6.9,12.2,60
18-07-2018,18.83,56.14,13.81,11.96,0.8,7.75,17.83,23.8,28,19.7,74,6.9,12.8,57
19-07-2018,16.82,43.02,16.04,13.91,0.86,7.58,18.19,23,28.6,21,79,6.9,14.8,59
20-07-2018,15.52,41.94,16.03,13.27,0.83,7.49,22.36,23,27,20.4,77,6.9,14.6,52
21-07-2018,17.44,52.67,17.69,13.99,0.83,7.68,21.97,22.7,26.9,20.3,83,8.5,14.8,59
22-07-2018,18.63,67.89,14.94,11.91,0.85,8.01,21.53,23.6,27.8,20.3,74,6.9,12,60
23-07-2018,19.86,51.56,18.69,18.1,0.87,7.9,15.16,22.7,28.3,20.4,82,6.3,9.6,65
24-07-2018,17.85,50.14,16.37,15.74,0.92,7.08,13.77,23.1,27.6,20.3,84,6.9,9.3,64
25-07-2018,17.62,44.75,18.57,19.77,0.94,7.68,12.29,23.3,28.2,20.2,82,6.9,9.1,59
26-07-2018,20,55.87,28.4,33.72,0.83,7.55,13.43,23.7,28.8,20.6,79,6.9,8.9,65
27-07-2018,22.28,64.9,21.86,22.7,0.76,7.46,15.22,23.3,27.3,20.5,76,6.9,10.9,68
28-07-2018,21.05,64.54,17.94,15.78,0.77,6.84,16.19,23.5,27.3,20,82,6.9,9.4,59
29-07-2018,20.1,57.53,15.62,14.34,0.79,6.51,15.94,23.8,27.4,20.7,78,6.9,6.7,66
30-07-2018,22.92,65.5,18.15,23.4,0.97,7.18,14.61,23.8,27.8,20.5,78,6.9,8.3,64
31-07-2018,20.96,67.39,19.01,26.45,0.75,6.44,15.43,23.1,28.3,20.3,81,6.9,10,62
01-08-2018,20.59,68.6,22.78,29.88,0.83,6,14.61,21.9,27.2,19.4,85,5.5,8.7,66
02-08-2018,20.73,68.41,19.33,24.09,0.83,6.28,15.23,23.6,28,18.7,77,6.9,9.6,68
03-08-2018,23.34,71.35,18.78,26.75,0.9,6.5,12.05,23.3,28.6,20.8,76,6.9,8.5,72
04-08-2018,27.61,94.02,18.82,31.52,0.9,6.8,12.14,22.8,28.8,20.1,79,6.9,8.5,77
05-08-2018,20.75,81.19,15.27,23.82,0.83,7.15,13.44,23.8,27.8,20.3,74,6.9,11.7,77
06-08-2018,23.63,66.31,18,26.37,0.78,5.94,14.22,23.1,28.1,20.2,78,6.6,8,67
07-08-2018,18.24,59.59,18.39,26.63,0.81,6.18,13.14,21.9,27.7,19.7,84,7.4,11.1,67
08-08-2018,18.35,43.88,20.05,31.6,0.87,6.68,11.18,22,25.4,20,88,5.5,8.3,60
09-08-2018,17.33,55.07,17.68,28.22,0.83,6.27,13.65,23.4,27.6,20.2,76,6.3,9.8,58
10-08-2018,18.24,59.31,16.8,29.13,0.79,7.52,11.75,22.7,28.2,20.5,82,6.3,10,60
11-08-2018,18.6,46.24,17.12,28.96,0.78,6.44,11.75,21.9,26.5,20,84,5.5,7.6,56
12-08-2018,10.61,35.22,13.53,21.04,0.77,6.96,12.48,21.4,25.6,19.7,88,5.5,9.8,57
13-08-2018,11.4,39.72,15.3,25.47,0.8,5.96,11.69,21.7,24.6,19.4,85,7.4,10.2,53
14-08-2018,13.1,31.87,17.12,30.21,0.89,6.34,11.02,21.9,25,19.6,88,5.5,10,60
15-08-2018,15.35,36.24,15.93,26.23,0.85,6.35,11.1,22.2,25.7,20.1,87,5.5,7.6,59
16-08-2018,12.86,38.58,16.13,23.99,0.68,5.58,15.54,22.4,25.7,20.2,82,4.8,10.6,52
17-08-2018,16.77,52.28,15.35,25.21,0.67,5.76,14.21,23.2,26.8,20.3,78,4.8,10.9,48
18-08-2018,20.09,65.73,15.9,24.67,0.73,6.76,14.37,23.4,27.5,20,76,6.3,11.5,57
19-08-2018,16.78,52.97,16.35,24.39,0.69,6.44,15.56,23.3,27.4,20.7,77,6.3,13.1,59
20-08-2018,24.78,67.41,18.52,30.67,0.74,6.65,14.54,22.8,27.3,20.2,78,6.9,11.7,53
21-08-2018,20.61,77.55,17.55,29.4,0.77,5.95,16.38,23.3,27.4,19.7,72,6.9,10.6,69
22-08-2018,20.75,74,17.29,30.51,0.78,6.92,16.23,23.7,28.2,19.7,72,6.9,9.4,65
23-08-2018,17.29,52.66,17.95,32.44,0.9,7.32,13.6,23.3,28,20.5,77,6.3,8.7,63
24-08-2018,18.74,60.28,18.94,34.56,0.82,7.81,12.61,22.4,28.8,19.9,83,6.9,7.6,62
